MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Total_Risk,Infrastructure_Risk,Natural_Risk,Human_Risk,Water_Risk
5,2,5,5,3,5,5,5,5,4,3,4,8,3,6,6,4,5,5,4,0.46,92,11,14,12,14
7,4,5,6,5,8,2,7,3,4,2,7,4,1,8,1,6,6,7,7,0.5,100,8,16,15,19
4,8,1,2,2,2,7,7,2,5,2,3,3,3,2,6,3,5,5,2,0.37,74,11,9,9,11
6,7,4,7,4,4,4,4,11,2,7,7,3,2,5,7,6,5,3,6,0.52,104,10,13,13,15
7,5,11,8,8,6,7,6,9,1,6,1,3,8,8,4,7,3,5,6,0.595,119,9,23,17,18
4,4,2,4,3,5,5,9,4,2,8,2,1,6,4,8,4,2,4,5,0.43,86,12,14,9,13
3,2,6,4,4,7,6,5,5,5,9,7,6,5,5,3,3,10,9,5,0.545,109,12,13,13,18
2,3,6,8,4,5,5,5,2,3,4,6,4,4,6,5,3,2,5,5,0.435,87,10,12,15,17
4,7,11,3,11,4,7,5,3,5,2,8,10,13,8,4,4,2,5,3,0.595,119,9,25,19,24
5,3,4,6,2,7,7,4,6,10,4,5,6,5,3,2,6,2,5,5,0.485,97,7,13,18,13
4,7,7,5,6,6,3,4,8,5,6,4,3,3,3,6,4,6,6,5,0.505,101,12,10,16,15
4,5,2,7,3,8,8,3,7,2,7,5,10,3,10,10,2,7,4,4,0.555,111,14,17,12,10
4,3,3,4,5,5,4,2,5,1,5,3,10,5,3,5,10,8,4,5,0.47,94,9,12,10,8
4,7,5,5,6,5,4,6,3,8,5,5,8,6,7,2,4,5,4,3,0.51,102,6,17,19,16
3,3,6,6,5,6,7,6,5,2,6,6,4,7,5,4,7,5,10,5,0.54,108,14,15,13,18
3,4,1,5,6,3,2,5,3,9,7,2,4,7,3,3,4,2,8,7,0.44,88,11,13,20,8
3,2,3,3,5,5,8,6,7,5,5,6,7,7,3,8,9,3,7,0,0.51,102,15,13,13,15
6,5,4,8,5,4,4,7,6,5,5,7,5,5,3,2,7,3,6,2,0.495,99,8,14,18,18
4,3,4,5,6,6,6,5,4,6,6,6,3,6,2,1,7,7,3,10,0.5,100,4,12,17,15
6,4,6,6,5,1,3,2,3,3,3,1,4,8,5,4,4,6,5,9,0.44,88,9,19,14,9
3,7,1,5,10,2,5,4,5,6,9,5,5,4,6,11,9,6,2,5,0.55,110,13,13,21,10
6,3,4,2,5,6,2,5,5,7,3,6,7,7,2,4,3,6,2,4,0.445,89,6,15,14,15
4,5,4,6,8,2,4,5,2,3,7,3,4,10,5,6,2,7,1,10,0.49,98,7,19,17,12
5,2,5,5,6,5,2,4,5,4,7,6,1,4,6,5,4,5,3,11,0.475,95,8,15,15,15
3,7,6,5,5,5,3,3,7,4,4,4,8,3,5,7,3,2,8,8,0.5,100,15,11,14,13
5,4,5,3,2,2,5,7,4,7,4,4,6,1,5,9,7,5,10,7,0.51,102,19,11,12,16
5,4,6,7,5,7,3,1,5,4,4,4,5,5,7,3,8,6,6,9,0.52,104,9,17,16,11
3,3,4,3,8,5,7,9,4,2,6,4,6,3,8,2,4,6,6,3,0.48,96,8,14,13,17
2,9,2,5,2,2,3,6,6,4,3,4,6,8,3,6,6,3,6,2,0.44,88,12,13,11,12
5,3,9,6,5,3,5,6,3,4,7,9,6,6,5,4,4,3,5,6,0.52,104,9,16,15,24
5,8,4,3,2,4,5,4,5,4,6,3,1,6,4,7,4,11,3,7,0.48,96,10,15,9,11
2,4,9,4,7,4,5,8,6,1,5,3,2,8,3,3,2,5,7,9,0.485,97,10,13,12,20
5,5,6,5,3,4,4,4,3,6,5,7,7,7,2,7,5,3,8,6,0.51,102,15,14,14,17
4,2,9,9,8,6,5,5,8,7,4,5,6,8,3,5,4,2,3,3,0.53,106,8,15,24,19
11,3,1,3,3,8,3,8,7,1,4,7,5,5,9,7,6,3,4,6,0.52,104,11,25,7,16
4,4,5,3,3,8,4,1,6,4,7,6,3,5,4,4,3,2,3,5,0.42,84,7,13,10,12
5,5,4,8,7,5,1,5,8,2,5,4,7,7,8,7,6,4,6,5,0.545,109,13,20,17,13
3,3,5,6,6,4,3,3,8,3,7,7,6,4,5,4,6,2,11,6,0.51,102,15,12,15,15
4,7,7,6,4,5,7,12,5,3,9,1,9,6,3,4,8,4,6,2,0.56,112,10,13,13,20
2,6,6,9,5,6,3,9,0,2,1,5,4,8,5,5,4,3,4,6,0.465,93,9,15,16,20
6,1,8,5,10,4,2,7,5,5,7,8,4,3,3,3,2,8,7,8,0.53,106,10,12,20,23
2,7,3,9,5,5,8,5,4,4,5,2,3,0,4,5,3,3,4,5,0.43,86,9,6,18,10
4,4,8,8,7,5,1,8,7,5,5,5,6,5,3,3,2,3,5,4,0.49,98,8,12,20,21
10,3,1,3,12,9,10,3,4,6,9,6,8,6,2,4,5,5,8,5,0.595,119,12,18,21,10
2,4,9,8,4,6,2,2,6,5,4,6,1,1,6,6,3,7,5,5,0.46,92,11,9,17,17
7,5,9,2,5,7,8,8,4,7,5,10,4,6,6,8,3,3,8,2,0.585,117,16,19,14,27
5,4,4,3,3,4,4,3,3,6,1,3,4,4,6,4,3,9,4,6,0.415,83,8,15,12,10
5,5,7,5,5,5,6,6,4,9,7,4,5,3,3,3,7,1,6,6,0.51,102,9,11,19,17
4,5,8,5,6,7,5,3,4,1,1,7,3,1,14,2,8,3,3,2,0.46,92,5,19,12,18
0,2,2,2,4,7,3,6,4,7,6,6,3,4,4,6,7,4,2,1,0.4,80,8,8,13,14
4,6,7,3,4,3,2,5,5,3,7,3,6,8,5,5,6,8,7,4,0.505,101,12,17,10,15
3,3,4,9,3,3,7,3,5,3,5,2,5,4,5,5,5,6,7,8,0.475,95,12,12,15,9
3,3,6,7,7,4,2,4,3,6,6,6,5,7,3,5,4,8,4,2,0.475,95,9,13,20,16
6,9,6,8,9,7,8,5,3,9,3,2,4,8,4,3,6,3,7,9,0.595,119,10,18,26,13
7,4,2,4,7,3,7,8,7,7,4,5,6,6,3,8,6,3,5,4,0.53,106,13,16,18,15
7,2,7,5,5,5,5,13,4,6,5,7,5,5,4,12,4,1,2,4,0.54,108,14,16,16,27
4,5,3,9,4,6,4,5,8,5,3,5,1,6,5,3,3,3,4,5,0.455,91,7,15,18,13
5,5,3,6,5,6,3,6,2,4,4,3,9,7,5,2,4,5,4,5,0.465,93,6,17,15,12
7,2,4,4,3,5,4,4,3,3,4,3,7,5,5,4,6,3,7,4,0.435,87,11,17,10,11
2,5,3,3,2,3,5,4,2,6,3,2,5,7,3,4,3,5,6,2,0.375,75,10,12,11,9
6,4,3,5,9,2,3,2,7,4,1,2,1,6,8,6,5,2,6,1,0.415,83,12,20,18,7
3,6,7,5,7,5,4,4,5,5,5,3,5,3,6,5,7,3,4,4,0.48,96,9,12,17,14
8,7,7,10,6,5,6,5,9,2,6,5,2,3,2,2,6,4,7,5,0.535,107,9,13,18,17
6,3,3,1,8,4,4,7,1,4,1,3,3,7,4,7,3,8,5,4,0.43,86,12,17,13,13
3,6,4,5,2,7,4,5,10,7,2,3,2,2,3,2,9,5,3,3,0.435,87,5,8,14,12
6,4,7,2,5,3,6,3,2,10,6,5,2,7,2,8,7,7,2,10,0.52,104,10,15,17,15
5,0,7,8,2,4,5,7,4,6,4,2,4,4,8,5,4,4,7,3,0.465,93,12,17,16,16
4,3,3,5,6,4,3,5,10,3,3,4,6,5,5,1,5,7,2,5,0.445,89,3,14,14,12
4,9,5,10,4,10,4,2,3,3,5,9,2,6,3,8,5,7,9,4,0.56,112,17,13,17,16
3,4,4,6,2,4,5,4,5,3,5,6,7,7,3,5,2,4,5,5,0.445,89,10,13,11,14
5,7,3,8,11,6,9,14,8,5,5,3,4,6,10,4,7,6,5,4,0.65,130,9,21,24,20
6,7,7,3,5,2,6,4,5,6,5,8,2,3,7,8,8,5,7,7,0.555,111,15,16,14,19
5,9,4,9,5,6,4,5,5,6,6,3,3,8,3,4,3,5,9,3,0.525,105,13,16,20,12
3,2,3,5,6,5,3,5,5,5,5,6,4,3,4,4,2,5,6,6,0.435,87,10,10,16,14
2,6,4,4,6,9,6,7,8,3,7,3,4,3,6,6,7,3,6,6,0.53,106,12,11,13,14
5,9,6,7,2,7,5,5,7,7,3,8,4,12,7,3,2,3,7,5,0.57,114,10,24,16,19
5,5,4,6,6,5,5,6,2,4,2,7,7,4,9,2,5,6,6,6,0.51,102,8,18,16,17
2,5,7,8,1,3,9,4,3,7,3,4,3,3,6,4,6,3,5,7,0.465,93,9,11,16,15
3,4,5,5,6,7,6,5,1,8,5,6,7,4,3,5,2,6,3,8,0.495,99,8,10,19,16
7,3,8,5,5,5,7,6,7,1,11,7,3,11,6,7,4,6,5,5,0.595,119,12,24,11,21
8,7,4,8,5,3,7,6,1,5,4,2,9,4,5,4,4,5,3,5,0.495,99,7,17,18,12
4,4,6,7,5,2,4,7,3,5,4,3,1,6,2,3,5,2,5,6,0.42,84,8,12,17,16
5,7,5,3,6,3,3,5,6,4,5,3,7,8,3,7,5,6,3,8,0.51,102,10,16,13,13
2,3,6,6,2,3,3,6,4,1,5,4,11,4,5,6,6,5,4,5,0.455,91,10,11,9,16
2,8,5,4,3,5,3,6,7,7,3,2,6,7,4,7,5,5,7,4,0.5,100,14,13,14,13
5,8,6,3,4,7,5,7,0,3,6,7,7,6,5,8,10,4,4,7,0.56,112,12,16,10,20
6,5,7,2,7,7,7,8,3,4,4,4,2,3,3,6,6,9,4,7,0.52,104,10,12,13,19
4,7,0,8,7,3,9,5,4,2,7,8,5,2,1,3,8,3,6,2,0.47,94,9,7,17,13
4,3,5,9,2,7,8,7,5,7,3,4,5,4,3,3,5,4,4,6,0.49,98,7,11,18,16
6,5,5,5,10,6,4,9,5,6,6,6,8,6,4,5,5,2,2,3,0.54,108,7,16,21,20
2,6,5,9,2,4,3,7,1,3,3,6,4,6,5,3,7,5,4,2,0.435,87,7,13,14,18
4,7,4,8,6,3,4,1,6,8,6,4,7,6,6,6,8,4,4,7,0.545,109,10,16,22,9
8,3,8,3,8,6,6,3,6,6,6,4,3,4,6,5,8,2,3,6,0.52,104,8,18,17,15
1,2,4,4,7,4,1,4,12,6,4,3,5,2,5,8,4,4,2,2,0.42,84,10,8,17,11
2,4,3,4,4,3,4,3,3,3,3,5,1,6,3,6,3,1,4,7,0.36,72,10,11,11,11
7,4,4,3,6,4,5,5,4,4,7,9,8,4,2,4,3,3,3,3,0.46,92,7,13,13,18
4,4,6,2,6,6,3,5,6,8,5,4,4,5,4,8,6,6,5,6,0.515,103,13,13,16,15
5,5,3,8,6,6,3,4,5,8,4,7,4,5,5,6,4,3,7,8,0.53,106,13,15,22,14
6,4,7,7,3,5,8,3,3,1,5,1,8,6,7,8,6,4,4,10,0.53,106,12,19,11,11
3,2,7,6,5,7,8,6,4,6,7,4,4,3,4,5,7,6,8,6,0.54,108,13,10,17,17
4,1,3,8,4,7,8,4,5,8,4,3,5,6,8,7,3,5,1,5,0.495,99,8,18,20,10
6,10,2,3,2,3,6,2,4,3,6,5,4,3,4,2,4,8,8,2,0.435,87,10,13,8,9
8,9,2,6,4,6,3,3,6,4,4,5,3,4,3,5,3,5,8,9,0.5,100,13,15,14,10
9,3,7,7,2,8,4,1,5,7,5,6,4,5,7,3,2,2,8,5,0.5,100,11,21,16,14
5,5,1,4,4,4,1,2,6,6,7,6,5,6,6,6,6,5,6,5,0.48,96,12,17,14,9
8,4,3,6,9,0,9,5,6,3,6,3,4,4,4,2,13,3,5,3,0.5,100,7,16,18,11
6,3,3,8,7,4,4,6,4,7,4,9,4,6,6,7,5,4,7,5,0.545,109,14,18,22,18
2,5,6,4,4,4,5,2,5,7,7,8,11,8,3,10,10,3,9,5,0.59,118,19,13,15,16
5,3,5,3,3,3,3,7,2,5,9,4,6,5,8,2,5,8,4,6,0.48,96,6,18,11,16
7,5,5,8,3,2,7,4,3,6,5,8,6,5,4,4,6,4,5,2,0.495,99,9,16,17,17
1,7,3,5,5,7,6,1,6,7,3,3,3,9,4,4,6,1,4,2,0.435,87,8,14,17,7
3,6,3,5,0,4,3,4,9,2,3,8,3,4,1,7,7,5,9,5,0.455,91,16,8,7,15
2,11,10,4,9,6,4,9,6,3,8,5,3,7,8,2,10,5,8,5,0.625,125,10,17,16,24
6,3,5,4,4,6,6,4,1,5,4,7,6,4,7,6,5,3,5,2,0.465,93,11,17,13,16
1,7,6,7,4,6,7,6,4,8,6,3,3,1,7,4,6,6,4,1,0.485,97,8,9,19,15
4,3,5,3,5,8,3,8,7,4,6,2,5,7,6,4,4,5,6,8,0.515,103,10,17,12,15
4,7,7,1,5,3,4,10,6,3,10,5,7,9,7,10,5,8,3,6,0.6,120,13,20,9,22
4,6,7,3,6,6,2,5,4,4,0,3,5,8,4,3,4,1,10,0,0.425,85,13,16,13,15
3,7,6,2,4,12,6,7,5,3,3,5,4,3,6,6,7,2,6,10,0.535,107,12,12,9,18
8,5,2,9,6,3,4,6,2,8,6,3,7,9,5,9,4,3,3,7,0.545,109,12,22,23,11
7,8,9,6,5,5,3,7,2,4,4,5,5,3,5,3,5,5,2,1,0.47,94,5,15,15,21
6,6,7,9,1,3,4,4,6,5,3,5,1,5,3,6,8,5,6,4,0.485,97,12,14,15,16
4,4,4,1,5,7,7,6,2,10,4,3,3,7,2,9,5,5,3,10,0.505,101,12,13,16,13
4,8,2,7,4,2,3,5,6,7,8,4,5,4,5,7,3,9,8,10,0.555,111,15,13,18,11
5,6,7,6,5,6,3,5,2,8,8,1,6,8,8,7,4,7,9,7,0.59,118,16,21,19,13
5,7,6,6,3,6,7,8,4,4,5,2,2,4,4,6,4,9,5,3,0.5,100,11,13,13,16
1,2,5,5,6,2,8,7,1,3,8,6,6,9,5,7,13,6,7,6,0.565,113,14,15,14,18
8,6,5,1,3,4,4,5,3,3,4,2,2,2,4,1,5,4,5,6,0.385,77,6,14,7,12
6,6,7,3,8,6,3,4,5,4,5,6,5,4,5,5,5,5,2,5,0.495,99,7,15,15,17
1,6,7,4,7,2,4,4,4,9,1,4,4,5,2,3,4,5,13,8,0.485,97,16,8,20,15
6,7,3,5,5,4,5,2,9,4,5,3,4,7,6,4,4,5,1,5,0.47,94,5,19,14,8
5,4,3,4,4,6,2,7,7,4,8,4,3,4,5,3,6,5,4,6,0.47,94,7,14,12,14
7,9,1,8,4,5,12,3,8,4,3,7,2,2,3,2,4,8,2,4,0.49,98,4,12,16,11
10,3,4,1,7,4,12,3,5,3,11,5,5,6,7,4,4,7,2,9,0.56,112,6,23,11,12
4,5,3,7,4,5,8,7,7,3,6,9,2,3,8,5,5,5,4,4,0.52,104,9,15,14,19
2,5,6,1,4,5,6,2,5,4,7,0,6,1,5,4,3,1,3,4,0.37,74,7,8,9,8
7,2,6,5,2,5,4,7,7,7,8,4,4,6,6,5,6,4,2,10,0.535,107,7,19,14,17
3,5,8,6,4,3,5,3,7,12,8,2,5,7,4,6,5,4,4,8,0.545,109,10,14,22,13
2,4,6,3,6,3,6,4,2,9,5,2,5,4,5,4,7,6,12,8,0.515,103,16,11,18,12
5,1,5,3,3,11,4,2,6,6,2,5,6,5,4,9,6,5,4,4,0.48,96,13,14,12,12
3,6,4,5,3,6,9,4,7,3,4,5,5,4,7,3,3,7,8,3,0.495,99,11,14,11,13
6,2,3,6,4,7,6,4,3,5,4,3,7,4,5,10,5,6,5,8,0.515,103,15,15,15,10
1,4,9,5,4,2,2,6,5,5,2,6,1,4,3,7,7,3,3,4,0.415,83,10,8,14,21
3,4,2,8,3,8,8,6,4,2,7,4,3,5,5,8,6,6,8,4,0.52,104,16,13,13,12
6,4,5,4,3,5,3,5,3,6,3,7,7,4,3,6,4,6,5,7,0.48,96,11,13,13,17
8,9,6,3,4,6,1,4,5,7,2,5,3,8,2,8,12,3,4,4,0.52,104,12,18,14,15
4,3,6,5,8,5,9,12,2,4,3,3,5,1,6,4,3,3,4,5,0.475,95,8,11,17,21
7,4,4,2,4,3,2,1,3,3,13,1,2,4,6,4,3,1,6,5,0.39,78,10,17,9,6
3,5,4,6,9,6,7,1,7,3,5,4,6,5,6,3,7,4,7,11,0.545,109,10,14,18,9
6,7,6,6,4,5,10,5,6,2,6,4,3,3,5,10,4,7,9,6,0.57,114,19,14,12,15
2,7,8,8,7,6,1,7,3,5,2,3,4,3,3,3,5,8,4,4,0.465,93,7,8,20,18
5,9,7,6,5,13,3,8,4,8,8,4,4,4,6,2,2,2,2,6,0.54,108,4,15,19,19
3,5,3,1,4,5,6,5,5,8,5,1,3,2,5,8,6,2,7,5,0.445,89,15,10,13,9
2,4,3,6,8,5,4,2,4,3,8,6,6,1,5,7,1,6,9,3,0.465,93,16,8,17,11
3,4,6,2,5,5,3,4,4,6,9,2,4,9,4,2,7,8,5,2,0.47,94,7,16,13,12
8,2,8,5,4,7,5,8,2,9,4,3,9,9,4,3,1,2,5,6,0.52,104,8,21,18,19
4,10,4,7,6,8,3,3,4,9,7,5,4,3,6,5,6,5,4,6,0.545,109,9,13,22,12
4,4,6,4,6,6,4,6,2,6,3,0,3,3,5,3,4,8,3,7,0.435,87,6,12,16,12
8,6,3,3,8,9,4,4,4,0,2,5,2,6,2,6,4,5,8,6,0.475,95,14,16,11,12
5,4,5,3,5,6,5,7,6,8,3,3,2,7,4,6,5,5,2,1,0.46,92,8,16,16,15
7,6,2,2,6,8,6,3,6,5,5,5,8,5,4,2,4,2,5,4,0.475,95,7,16,13,10
3,3,3,5,6,3,5,5,5,3,6,4,7,6,6,2,4,6,8,10,0.5,100,10,15,14,12
7,10,5,4,5,3,4,6,3,7,6,3,3,2,5,3,2,7,5,9,0.495,99,8,14,16,14
2,3,3,4,9,9,6,4,4,3,11,2,8,5,6,6,6,7,3,3,0.52,104,9,13,16,9
4,7,1,5,3,4,5,6,4,2,3,10,8,1,4,8,4,8,2,5,0.47,94,10,9,10,17
5,7,1,3,3,11,8,4,7,1,4,3,7,5,4,6,3,4,5,7,0.49,98,11,14,7,8
7,1,5,9,4,2,5,5,4,4,6,6,4,11,4,3,3,5,5,5,0.49,98,8,22,17,16
4,5,8,5,7,4,3,4,4,8,4,5,2,9,5,2,4,6,8,9,0.53,106,10,18,20,17
4,5,7,3,3,5,2,2,2,10,3,3,2,5,3,4,6,3,4,7,0.415,83,8,12,16,12
6,8,2,2,11,8,4,4,5,3,5,9,7,1,10,1,6,7,5,1,0.525,105,6,17,16,15
7,9,2,9,6,2,8,7,4,2,2,2,3,6,7,1,8,5,5,2,0.485,97,6,20,17,11
7,5,5,6,2,7,3,11,4,6,7,6,8,7,7,7,8,5,4,4,0.595,119,11,21,14,22
8,4,6,2,3,2,2,4,7,9,2,3,4,5,2,5,2,3,6,3,0.41,82,11,15,14,13
3,7,6,6,5,11,7,6,5,2,9,7,2,4,6,5,2,4,6,1,0.52,104,11,13,13,19
4,5,12,5,4,3,4,2,2,1,6,2,5,4,7,6,7,0,6,5,0.45,90,12,15,10,16
4,6,1,9,7,3,2,3,3,3,0,6,5,7,2,8,3,6,4,3,0.425,85,12,13,19,10
1,4,5,3,4,5,2,2,2,4,5,7,8,3,8,5,4,4,2,4,0.41,82,7,12,11,14
3,7,3,7,5,5,5,9,5,4,9,6,11,4,6,5,5,8,3,7,0.585,117,8,13,16,18
4,5,5,5,10,6,10,5,3,9,10,5,5,6,7,5,2,4,4,5,0.575,115,9,17,24,15
4,3,6,3,5,3,5,3,5,5,5,6,5,7,8,1,2,6,6,6,0.47,94,7,19,13,15
3,7,11,3,3,5,7,5,6,6,7,2,3,6,6,5,4,12,4,1,0.53,106,9,15,12,18
2,8,7,5,6,3,7,2,2,9,5,8,5,6,4,3,8,4,6,4,0.52,104,9,12,20,17
2,6,3,2,1,2,2,8,4,8,6,1,11,11,9,5,4,6,3,4,0.49,98,8,22,11,12
3,7,6,6,4,3,8,5,2,3,5,5,4,4,4,4,5,6,2,3,0.445,89,6,11,13,16
10,7,5,8,4,4,5,3,4,4,4,5,5,2,2,3,3,3,8,8,0.485,97,11,14,16,13
5,3,5,8,4,2,9,7,6,8,9,3,4,10,4,9,3,9,1,5,0.57,114,10,19,20,15
6,1,3,4,3,5,4,4,5,5,7,5,2,7,4,5,4,6,5,9,0.47,94,10,17,12,12
7,7,3,5,7,6,3,4,9,6,4,6,2,5,7,5,3,2,4,6,0.505,101,9,19,18,13
1,6,5,3,10,10,6,3,5,8,3,7,5,6,4,6,5,5,5,3,0.53,106,11,11,21,15
1,4,1,2,6,3,3,4,3,7,2,3,8,6,10,8,3,4,4,8,0.45,90,12,17,15,8
5,9,8,7,7,7,1,4,11,6,5,7,5,6,5,5,6,8,4,8,0.62,124,9,16,20,19
4,3,4,4,4,6,5,7,3,5,4,5,5,6,4,4,4,1,3,2,0.415,83,7,14,13,16
4,4,3,4,4,10,7,2,4,5,2,2,6,4,3,4,4,4,3,3,0.41,82,7,11,13,7
4,3,6,4,5,7,3,5,5,11,5,7,2,6,4,6,5,5,3,6,0.51,102,9,14,20,18
4,7,6,2,4,6,3,5,3,7,7,7,3,0,8,8,4,4,4,8,0.5,100,12,12,13,18
5,6,11,6,8,7,3,6,3,0,3,5,3,2,4,5,1,5,7,7,0.485,97,12,11,14,22
5,7,3,3,4,5,7,3,9,7,3,3,1,6,2,3,4,4,4,4,0.435,87,7,13,14,9
5,8,5,5,4,4,6,6,5,3,7,5,7,3,3,3,6,4,2,7,0.49,98,5,11,12,16
5,3,2,8,3,5,2,6,5,3,6,6,3,4,5,7,6,4,4,1,0.44,88,11,14,14,14
10,4,4,6,7,4,3,5,11,5,9,7,6,3,5,2,8,3,2,11,0.575,115,4,18,18,16
6,3,2,4,4,2,1,6,7,5,4,1,5,6,6,6,8,9,5,4,0.47,94,11,18,13,9
5,5,3,3,9,6,4,7,7,2,2,4,5,6,2,7,5,7,3,5,0.485,97,10,13,14,14
6,5,4,5,4,4,6,7,3,7,8,6,4,6,5,7,3,5,9,2,0.53,106,16,17,16,17
5,5,4,10,7,7,6,5,4,4,4,5,3,2,4,4,2,4,2,2,0.445,89,6,11,21,14
6,8,7,1,4,5,3,1,9,8,9,7,5,4,7,8,8,3,14,7,0.62,124,22,17,13,15
1,7,4,2,3,6,5,10,6,11,6,6,2,6,4,1,3,4,5,3,0.475,95,6,11,16,20
5,2,6,6,2,6,9,5,5,4,5,7,5,3,1,5,5,3,1,5,0.45,90,6,9,12,18
3,5,7,5,8,2,7,3,6,8,4,2,11,3,2,2,3,8,5,3,0.485,97,7,8,21,12
3,5,5,6,4,3,7,2,10,8,3,4,4,2,4,6,7,6,6,9,0.52,104,12,9,18,11
11,6,4,7,5,5,2,5,6,8,8,4,5,6,5,5,6,6,5,6,0.575,115,10,22,20,13
4,1,3,4,5,11,6,5,7,1,9,8,5,3,2,6,4,5,7,4,0.5,100,13,9,10,16
2,4,3,5,2,4,4,5,4,9,5,4,4,11,3,6,1,6,2,4,0.44,88,8,16,16,12
7,3,6,7,3,1,8,11,3,2,4,5,3,7,7,3,7,4,3,5,0.495,99,6,21,12,22
8,4,6,4,5,4,6,6,5,8,2,5,3,4,10,1,5,3,4,5,0.49,98,5,22,17,17
3,5,3,4,3,6,5,5,3,5,7,4,3,7,5,1,8,7,4,7,0.475,95,5,15,12,12
5,3,3,3,6,2,5,4,5,6,5,4,4,4,3,9,2,5,6,2,0.43,86,15,12,15,11
9,4,4,2,10,5,1,5,7,4,7,5,5,1,11,7,8,2,5,3,0.525,105,12,21,16,14
6,5,4,5,3,4,7,9,6,7,6,3,8,6,6,3,3,3,5,6,0.525,105,8,18,15,16
2,2,4,11,2,8,6,8,8,5,5,2,7,4,2,5,1,2,3,8,0.475,95,8,8,18,14
4,11,3,2,7,4,5,5,4,7,7,5,1,2,4,5,7,4,3,4,0.47,94,8,10,16,13
4,6,4,5,7,2,6,10,4,6,6,5,6,3,3,6,4,1,3,4,0.475,95,9,10,18,19
6,2,6,4,6,6,9,1,7,8,5,3,6,8,4,3,4,7,4,6,0.525,105,7,18,18,10
5,3,5,6,7,8,4,3,3,7,3,1,4,7,4,4,5,6,3,7,0.475,95,7,16,20,9
5,4,6,5,6,4,5,7,2,5,3,2,2,3,10,11,5,8,2,10,0.525,105,13,18,16,15
8,3,3,7,4,5,6,5,6,2,3,3,1,7,6,6,5,5,2,8,0.475,95,8,21,13,11
5,4,1,13,3,7,4,2,5,7,2,8,7,8,9,10,2,9,7,8,0.605,121,17,22,23,11
5,3,4,2,4,3,7,6,6,5,4,4,3,4,3,8,5,3,6,3,0.44,88,14,12,11,14
9,7,3,5,5,6,6,4,7,6,3,4,5,1,9,4,3,8,5,9,0.545,109,9,19,16,11
5,8,4,4,8,8,4,6,3,5,5,7,6,9,7,4,5,7,3,5,0.565,113,7,21,17,17
2,6,10,6,6,8,3,5,5,7,1,2,8,7,6,6,4,5,2,5,0.52,104,8,15,19,17
7,2,3,4,6,8,4,7,7,4,3,5,6,11,4,5,5,8,4,7,0.55,110,9,22,14,15
8,5,3,2,6,5,2,4,5,3,4,3,5,6,4,7,5,5,7,8,0.485,97,14,18,11,10
3,4,4,3,3,2,10,4,5,6,3,6,3,8,2,4,2,4,4,8,0.44,88,8,13,12,14
6,4,4,9,6,8,2,4,5,4,5,4,8,9,5,8,8,3,8,3,0.565,113,16,20,19,12
4,1,4,8,4,6,2,6,7,6,6,5,5,4,5,7,3,2,2,2,0.445,89,9,13,18,15
5,5,8,6,6,8,5,2,4,5,4,2,6,5,3,9,4,6,6,9,0.54,108,15,13,17,12
3,5,1,3,5,6,2,3,6,7,2,7,7,3,4,7,9,0,2,6,0.44,88,9,10,15,11
6,1,10,7,2,5,5,3,6,5,5,3,2,4,6,5,9,6,4,3,0.485,97,9,16,14,16
2,7,8,4,5,7,3,3,7,4,4,6,4,4,5,4,4,3,7,5,0.48,96,11,11,13,17
2,1,2,3,4,2,6,4,8,3,7,5,6,3,5,11,6,7,6,3,0.47,94,17,10,10,11
5,4,9,5,4,4,2,7,4,7,3,2,3,6,6,7,5,3,8,6,0.5,100,15,17,16,18
3,3,2,2,3,6,6,4,8,5,4,8,4,5,2,6,3,4,2,6,0.43,86,8,10,10,14
4,3,5,4,5,6,5,4,7,1,7,5,1,2,8,5,5,7,3,4,0.455,91,8,14,10,14
10,5,4,5,6,5,8,7,6,3,3,6,4,5,6,0,3,2,6,8,0.51,102,6,21,14,17
10,4,4,6,5,3,3,2,2,9,3,5,4,7,7,4,7,7,3,10,0.525,105,7,24,20,11
5,4,3,4,8,1,7,3,1,1,5,7,4,7,4,12,4,5,2,1,0.44,88,14,16,13,13
4,2,6,6,4,5,4,3,3,8,6,6,1,5,5,6,4,5,4,7,0.47,94,10,14,18,15
4,4,7,8,5,4,5,3,5,6,5,9,5,6,1,7,5,5,6,9,0.545,109,13,11,19,19
6,3,5,2,5,3,6,3,8,2,10,4,10,5,4,8,4,9,7,5,0.545,109,15,15,9,12
5,5,5,4,2,7,3,6,2,7,5,6,6,2,1,5,4,3,2,4,0.42,84,7,8,13,17
5,6,5,8,2,5,5,6,1,6,3,5,7,8,8,7,5,6,3,3,0.52,104,10,21,16,16
5,0,6,2,5,3,3,4,1,4,9,5,9,6,2,2,3,6,8,7,0.45,90,10,13,11,15
3,4,6,5,2,5,4,3,4,4,8,7,9,3,6,8,4,7,1,6,0.495,99,9,12,11,16
4,7,8,4,3,6,3,5,9,6,4,3,6,8,3,5,8,1,11,6,0.55,110,16,15,13,16
5,2,4,7,4,6,4,9,4,4,2,3,5,4,5,6,6,8,5,4,0.485,97,11,14,15,16
